brewery_name,beer_name,beer_images,beer_url,beer_ABV,beer_IBU,beer_Description,beer_rating,typo_error 
Cervejaria Dogma,Modern Dogma,Modern_Dogma_image2.jpg,https://untappd.com/b/cervejaria-dogma-modern-dogma/1220864,9% ABV,40 IBU,"Uma cerveja encorpada com aromas de torrefação, café, caramelo, frutas secas e adição de cacau e café brasileiro, para dar ainda mais personalidade a essa criação que junta duas cervejarias jovens. ",4.13,
Cervejaria Dogma,Modern Dogma,Modern_Dogma_image3.jpg,https://untappd.com/b/cervejaria-dogma-modern-dogma/1220864,9% ABV,40 IBU,"Uma cerveja encorpada com aromas de torrefação, café, caramelo, frutas secas e adição de cacau e café brasileiro, para dar ainda mais personalidade a essa criação que junta duas cervejarias jovens. ",4.13,
Cervejaria Dogma,Mosaic Lover,Mosaic_Lover_image1.jpg,https://untappd.com/b/cervejaria-dogma-mosaic-lover/1698497,8.7% ABV,80 IBU, ,4.31,
Cervejaria Dogma,Mosaic Lover,Mosaic_Lover_image2.jpg,https://untappd.com/b/cervejaria-dogma-mosaic-lover/1698497,8.7% ABV,80 IBU, ,4.31,
Cervejaria Dogma,Mosaic Lover,Mosaic_Lover_image3.jpg,https://untappd.com/b/cervejaria-dogma-mosaic-lover/1698497,8.7% ABV,80 IBU, ,4.31,
Cervejaria Dogma,Citra Lover,Citra_Lover_image1.jpg,https://untappd.com/b/cervejaria-dogma-citra-lover/1641577,8.7% ABV,80 IBU, ,4.26,
Cervejaria Dogma,Citra Lover,Citra_Lover_image2.jpg,https://untappd.com/b/cervejaria-dogma-citra-lover/1641577,8.7% ABV,80 IBU, ,4.26,
Cervejaria Dogma,Citra Lover,Citra_Lover_image3.jpg,https://untappd.com/b/cervejaria-dogma-citra-lover/1641577,8.7% ABV,80 IBU, ,4.26,
Cervejaria Dogma,Touro Sentado,Touro_Sentado_image1.jpg,https://untappd.com/b/cervejaria-dogma-touro-sentado/287660,6.5% ABV,60 IBU,"A touro sentado é uma América Ipa de cor alaranjada, corpo médio e muito aroma de lúpulos americanos. Assim como Touro Sentado que liderou a nação Sioux para defender sua cultura, esta cerveja liderar nossa revolução cervejeira! Como todo líder precisa de um espírito forte e, para nós, o espírito de uma IPA está no lúpulo, fizemos um Dry Hop triplo com os lúpulos Citra e Simcoe, além do 60 IBUs previstos, para dar a esta cerveja a verdadeira alma de um líder! Harmonização: queijo de cabra seco, queijos gordurosos, carnes vermelhas, carne de caça, hambúrgueres, bacon, comida mexicana, comida apimentadas ir mais lúpulo! ",4.04,
Cervejaria Dogma,Touro Sentado,Touro_Sentado_image2.jpg,https://untappd.com/b/cervejaria-dogma-touro-sentado/287660,6.5% ABV,60 IBU,"A touro sentado é uma América Ipa de cor alaranjada, corpo médio e muito aroma de lúpulos americanos. Assim como Touro Sentado que liderou a nação Sioux para defender sua cultura, esta cerveja liderar nossa revolução cervejeira! Como todo líder precisa de um espírito forte e, para nós, o espírito de uma IPA está no lúpulo, fizemos um Dry Hop triplo com os lúpulos Citra e Simcoe, além do 60 IBUs previstos, para dar a esta cerveja a verdadeira alma de um líder! Harmonização: queijo de cabra seco, queijos gordurosos, carnes vermelhas, carne de caça, hambúrgueres, bacon, comida mexicana, comida apimentadas ir mais lúpulo! ",4.04,
Cervejaria Dogma,Touro Sentado,Touro_Sentado_image3.jpg,https://untappd.com/b/cervejaria-dogma-touro-sentado/287660,6.5% ABV,60 IBU,"A touro sentado é uma América Ipa de cor alaranjada, corpo médio e muito aroma de lúpulos americanos. Assim como Touro Sentado que liderou a nação Sioux para defender sua cultura, esta cerveja liderar nossa revolução cervejeira! Como todo líder precisa de um espírito forte e, para nós, o espírito de uma IPA está no lúpulo, fizemos um Dry Hop triplo com os lúpulos Citra e Simcoe, além do 60 IBUs previstos, para dar a esta cerveja a verdadeira alma de um líder! Harmonização: queijo de cabra seco, queijos gordurosos, carnes vermelhas, carne de caça, hambúrgueres, bacon, comida mexicana, comida apimentadas ir mais lúpulo! ",4.04,
Cervejaria Dogma,Estigma,Estigma_image1.jpg,https://untappd.com/b/cervejaria-dogma-estigma/1789415,7% ABV,70 IBU,"Citra, Amarillo e Mosaic! ",4.23,
Cervejaria Dogma,Estigma,Estigma_image2.jpg,https://untappd.com/b/cervejaria-dogma-estigma/1789415,7% ABV,70 IBU,"Citra, Amarillo e Mosaic! ",4.23,
Cervejaria Dogma,Estigma,Estigma_image3.jpg,https://untappd.com/b/cervejaria-dogma-estigma/1789415,7% ABV,70 IBU,"Citra, Amarillo e Mosaic! ",4.23,
Cervejaria Dogma,Hop Lover,Hop_Lover_image1.jpg,https://untappd.com/b/cervejaria-dogma-hop-lover/507713,8.5% ABV,90 IBU,"Lúpulo, lúpulo e mais lúpulo! ",4.16,
Cervejaria Dogma,Hop Lover,Hop_Lover_image2.jpg,https://untappd.com/b/cervejaria-dogma-hop-lover/507713,8.5% ABV,90 IBU,"Lúpulo, lúpulo e mais lúpulo! ",4.16,
Cervejaria Dogma,Hop Lover,Hop_Lover_image3.jpg,https://untappd.com/b/cervejaria-dogma-hop-lover/507713,8.5% ABV,90 IBU,"Lúpulo, lúpulo e mais lúpulo! ",4.16,
Cervejaria Dogma,Rizoma,Rizoma_image1.jpg,https://untappd.com/b/cervejaria-dogma-rizoma/1536694,8.3% ABV,80 IBU,"Uma quantidade absurda de Mosaic e Citra, tudo dentro do latão! ",4.39,
Cervejaria Dogma,Rizoma,Rizoma_image2.jpg,https://untappd.com/b/cervejaria-dogma-rizoma/1536694,8.3% ABV,80 IBU,"Uma quantidade absurda de Mosaic e Citra, tudo dentro do latão! ",4.39,
Cervejaria Dogma,Rizoma,Rizoma_image3.jpg,https://untappd.com/b/cervejaria-dogma-rizoma/1536694,8.3% ABV,80 IBU,"Uma quantidade absurda de Mosaic e Citra, tudo dentro do latão! ",4.39,
Cervejaria Dogma,Cafuza,Cafuza_image1.jpg,https://untappd.com/b/cervejaria-dogma-cafuza/287662,9.2% ABV,110 IBU,"A melhor descrição para essa cerveja é EXTREMA, chocolate, café e caramelo dos maltes misturados a aromas cítricos, de maracujá e de frutas tropicais dão a Cafuza sua personalidade própria! ",4.12,
Cervejaria Dogma,Cafuza,Cafuza_image2.jpg,https://untappd.com/b/cervejaria-dogma-cafuza/287662,9.2% ABV,110 IBU,"A melhor descrição para essa cerveja é EXTREMA, chocolate, café e caramelo dos maltes misturados a aromas cítricos, de maracujá e de frutas tropicais dão a Cafuza sua personalidade própria! ",4.12,
Cervejaria Dogma,Cafuza,Cafuza_image3.jpg,https://untappd.com/b/cervejaria-dogma-cafuza/287662,9.2% ABV,110 IBU,"A melhor descrição para essa cerveja é EXTREMA, chocolate, café e caramelo dos maltes misturados a aromas cítricos, de maracujá e de frutas tropicais dão a Cafuza sua personalidade própria! ",4.12,
Cervejaria Demonho,Sede De Vingança,Sede_De_Vingana_image1.jpg,https://untappd.com/b/demonho-sede-de-vinganca/3163574,6.66% ABV,57 IBU,"Dando seguimento à nossa Blood Series, que tem como proposta usar a mesma base de Juicy IPAs, 57 IBU e 6,66% ABV, apresentamos a Sede de Vingança, que traz dry hop dos lúpulos Galaxy, Amarillo e Ekuanot! A fermentação ficou por conta do blend de Vermont e American ale, que resultou numa cerveja mais seca e amarga que a Sede de Sangue, com sutil maciez associado a um perfil de West Coast IPA! ",3.92,
Cervejaria Demonho,Sede De Vingança,Sede_De_Vingana_image2.jpg,https://untappd.com/b/demonho-sede-de-vinganca/3163574,6.66% ABV,57 IBU,"Dando seguimento à nossa Blood Series, que tem como proposta usar a mesma base de Juicy IPAs, 57 IBU e 6,66% ABV, apresentamos a Sede de Vingança, que traz dry hop dos lúpulos Galaxy, Amarillo e Ekuanot! A fermentação ficou por conta do blend de Vermont e American ale, que resultou numa cerveja mais seca e amarga que a Sede de Sangue, com sutil maciez associado a um perfil de West Coast IPA! ",3.92,
Cervejaria Demonho,Sede De Vingança,Sede_De_Vingana_image3.jpg,https://untappd.com/b/demonho-sede-de-vinganca/3163574,6.66% ABV,57 IBU,"Dando seguimento à nossa Blood Series, que tem como proposta usar a mesma base de Juicy IPAs, 57 IBU e 6,66% ABV, apresentamos a Sede de Vingança, que traz dry hop dos lúpulos Galaxy, Amarillo e Ekuanot! A fermentação ficou por conta do blend de Vermont e American ale, que resultou numa cerveja mais seca e amarga que a Sede de Sangue, com sutil maciez associado a um perfil de West Coast IPA! ",3.92,
Cervejaria Demonho,Cascata de Sangue,Cascata_de_Sangue_image1.jpg,https://untappd.com/b/cervejaria-demonho-cascata-de-sangue/3246800,6.66% ABV,57 IBU,"Terceiro rótulo da Blood Series, fermentada com Blend de American, Vermont e London Ale. Dry hop de Citra, Simcoe e Columbus. ",4.11,
Cervejaria Demonho,Cascata de Sangue,Cascata_de_Sangue_image2.jpg,https://untappd.com/b/cervejaria-demonho-cascata-de-sangue/3246800,6.66% ABV,57 IBU,"Terceiro rótulo da Blood Series, fermentada com Blend de American, Vermont e London Ale. Dry hop de Citra, Simcoe e Columbus. ",4.11,
Cervejaria Demonho,Cascata de Sangue,Cascata_de_Sangue_image3.jpg,https://untappd.com/b/cervejaria-demonho-cascata-de-sangue/3246800,6.66% ABV,57 IBU,"Terceiro rótulo da Blood Series, fermentada com Blend de American, Vermont e London Ale. Dry hop de Citra, Simcoe e Columbus. ",4.11,
Cervejaria Demonho,Yasmin,Yasmin_image1.jpg,https://untappd.com/b/demonho-yasmin/2976310,7% ABV,52 IBU,"Uma singela homenagem à filha do Demonho, que completou 47 dias de vida no lançamento dessa cerveja!",4.06,
Cervejaria Demonho,Yasmin,Yasmin_image2.jpg,https://untappd.com/b/demonho-yasmin/2976310,7% ABV,52 IBU,"Uma singela homenagem à filha do Demonho, que completou 47 dias de vida no lançamento dessa cerveja!",4.06,
Cervejaria Demonho,Yasmin,Yasmin_image3.jpg,https://untappd.com/b/demonho-yasmin/2976310,7% ABV,52 IBU,"Uma singela homenagem à filha do Demonho, que completou 47 dias de vida no lançamento dessa cerveja!",4.06,
Cervejaria Demonho,Cabra da Peste,Cabra_da_Peste_image1.jpg,https://untappd.com/b/demonho-cabra-da-peste/2790420,6% ABV,55 IBU,"Cabra da Peste é uma Nordeste IPA feita com adição de cajá e coco, fermentada com blend de leveduras London e American Ale. O dry hop macabro conta com a presença dos lúpulos Galaxy, El Dorado e Mosaic.",4.04,
Cervejaria Demonho,Cabra da Peste,Cabra_da_Peste_image2.jpg,https://untappd.com/b/demonho-cabra-da-peste/2790420,6% ABV,55 IBU,"Cabra da Peste é uma Nordeste IPA feita com adição de cajá e coco, fermentada com blend de leveduras London e American Ale. O dry hop macabro conta com a presença dos lúpulos Galaxy, El Dorado e Mosaic.",4.04,
Cervejaria Demonho,Cabra da Peste,Cabra_da_Peste_image3.jpg,https://untappd.com/b/demonho-cabra-da-peste/2790420,6% ABV,55 IBU,"Cabra da Peste é uma Nordeste IPA feita com adição de cajá e coco, fermentada com blend de leveduras London e American Ale. O dry hop macabro conta com a presença dos lúpulos Galaxy, El Dorado e Mosaic.",4.04,
Cervejaria Demonho,Sede de Sangue,Sede_de_Sangue_image1.jpg,https://untappd.com/b/demonho-sede-de-sangue/2983907,6.66% ABV,57 IBU,"Sede de Sangue é a primeira cerveja da Blood Series, da Cervejaria Demonho. A proposta dessa série de Juicy IPA é manter a mesma base de maltes, trazendo sempre 3 lúpulos diferentes (sem repetir!) e alterando uma (ou mais) levedura.",4.12,
Cervejaria Demonho,Sede de Sangue,Sede_de_Sangue_image2.jpg,https://untappd.com/b/demonho-sede-de-sangue/2983907,6.66% ABV,57 IBU,"Sede de Sangue é a primeira cerveja da Blood Series, da Cervejaria Demonho. A proposta dessa série de Juicy IPA é manter a mesma base de maltes, trazendo sempre 3 lúpulos diferentes (sem repetir!) e alterando uma (ou mais) levedura.",4.12,
Cervejaria Demonho,Sede de Sangue,Sede_de_Sangue_image3.jpg,https://untappd.com/b/demonho-sede-de-sangue/2983907,6.66% ABV,57 IBU,"Sede de Sangue é a primeira cerveja da Blood Series, da Cervejaria Demonho. A proposta dessa série de Juicy IPA é manter a mesma base de maltes, trazendo sempre 3 lúpulos diferentes (sem repetir!) e alterando uma (ou mais) levedura.",4.12,
Cervejaria Demonho,Tocando O Terror,Tocando_O_Terror_image1.jpg,https://untappd.com/b/demonho-tocando-o-terror/2626379,7.7% ABV,80 IBU,*** MEDALHA DE OURO - FESTIVAL BRASILEIRO DA CERVEJA - 2019 ***,4.18,
Cervejaria Demonho,Tocando O Terror,Tocando_O_Terror_image2.jpg,https://untappd.com/b/demonho-tocando-o-terror/2626379,7.7% ABV,80 IBU,*** MEDALHA DE OURO - FESTIVAL BRASILEIRO DA CERVEJA - 2019 ***,4.18,
Cervejaria Demonho,Tocando O Terror,Tocando_O_Terror_image3.jpg,https://untappd.com/b/demonho-tocando-o-terror/2626379,7.7% ABV,80 IBU,*** MEDALHA DE OURO - FESTIVAL BRASILEIRO DA CERVEJA - 2019 ***,4.18,
Dr Otto,Summer Breaking Black Amburana,Summer_Breaking_Black_Amburana_image1.jpg,https://untappd.com/b/dr-otto-summer-breaking-black-amburana/3090388,9% ABV,40 IBU,"Chegou a Imperial Stout do jeito que você ama e perfeita para o calor. Com a mesma base de maltes da Breaking Black e pequenos ajustes nos adjuntos, tempo e temperatura, nasceu uma Imperial Stout para beber fácil sem perder potência, complexidade e sabor. Os 3 meses no tanque inox atenuaram o álcool e arredondaram todas as arestas deste líquido sagrado. Como se já não bastasse o Dr Otto separou a cerveja pronta em três partes: nesta versão tem madeira amburana. ",4.19,
Dr Otto,Summer Breaking Black Amburana,Summer_Breaking_Black_Amburana_image2.jpg,https://untappd.com/b/dr-otto-summer-breaking-black-amburana/3090388,9% ABV,40 IBU,"Chegou a Imperial Stout do jeito que você ama e perfeita para o calor. Com a mesma base de maltes da Breaking Black e pequenos ajustes nos adjuntos, tempo e temperatura, nasceu uma Imperial Stout para beber fácil sem perder potência, complexidade e sabor. Os 3 meses no tanque inox atenuaram o álcool e arredondaram todas as arestas deste líquido sagrado. Como se já não bastasse o Dr Otto separou a cerveja pronta em três partes: nesta versão tem madeira amburana. ",4.19,
Dr Otto,Summer Breaking Black Amburana,Summer_Breaking_Black_Amburana_image3.jpg,https://untappd.com/b/dr-otto-summer-breaking-black-amburana/3090388,9% ABV,40 IBU,"Chegou a Imperial Stout do jeito que você ama e perfeita para o calor. Com a mesma base de maltes da Breaking Black e pequenos ajustes nos adjuntos, tempo e temperatura, nasceu uma Imperial Stout para beber fácil sem perder potência, complexidade e sabor. Os 3 meses no tanque inox atenuaram o álcool e arredondaram todas as arestas deste líquido sagrado. Como se já não bastasse o Dr Otto separou a cerveja pronta em três partes: nesta versão tem madeira amburana. ",4.19,
Dr Otto,Summer Breaking Black Double Vanilla,Summer_Breaking_Black_Double_Vanilla_image1.jpg,https://untappd.com/b/dr-otto-summer-breaking-black-double-vanilla/3090387,9% ABV,40 IBU,"Chegou a Imperial Stout do jeito que você ama e perfeita para o calor. Com a mesma base de maltes da Breaking Black e pequenos ajustes nos adjuntos, tempo e temperatura, nasceu uma Imperial Stout para beber fácil sem perder potência, complexidade e sabor. Os 3 meses no tanque inox atenuaram o álcool e arredondaram todas as arestas deste líquido sagrado. Como se já não bastasse o Dr Otto separou a cerveja pronta em três partes: nesta versão tem baunilha de Madagascar e avelã. ",4.11,
Dr Otto,Summer Breaking Black Double Vanilla,Summer_Breaking_Black_Double_Vanilla_image2.jpg,https://untappd.com/b/dr-otto-summer-breaking-black-double-vanilla/3090387,9% ABV,40 IBU,"Chegou a Imperial Stout do jeito que você ama e perfeita para o calor. Com a mesma base de maltes da Breaking Black e pequenos ajustes nos adjuntos, tempo e temperatura, nasceu uma Imperial Stout para beber fácil sem perder potência, complexidade e sabor. Os 3 meses no tanque inox atenuaram o álcool e arredondaram todas as arestas deste líquido sagrado. Como se já não bastasse o Dr Otto separou a cerveja pronta em três partes: nesta versão tem baunilha de Madagascar e avelã. ",4.11,
Dr Otto,Summer Breaking Black Double Vanilla,Summer_Breaking_Black_Double_Vanilla_image3.jpg,https://untappd.com/b/dr-otto-summer-breaking-black-double-vanilla/3090387,9% ABV,40 IBU,"Chegou a Imperial Stout do jeito que você ama e perfeita para o calor. Com a mesma base de maltes da Breaking Black e pequenos ajustes nos adjuntos, tempo e temperatura, nasceu uma Imperial Stout para beber fácil sem perder potência, complexidade e sabor. Os 3 meses no tanque inox atenuaram o álcool e arredondaram todas as arestas deste líquido sagrado. Como se já não bastasse o Dr Otto separou a cerveja pronta em três partes: nesta versão tem baunilha de Madagascar e avelã. ",4.11,
Dr Otto,Gateway,Gateway_image1.jpg,https://untappd.com/b/dr-otto-gateway/3179173,6% ABV,45 IBU,"A Gateway tem tudo de uma NE IPA e ainda mais: além de suculenta, turva, uma cor dourada brilhante e extremamente aromática, aquele amargor característico de uma tradicional IPA. Equilíbrio perfeito. Por isso é uma Juicy IPA.",4.09,
Dr Otto,Gateway,Gateway_image2.jpg,https://untappd.com/b/dr-otto-gateway/3179173,6% ABV,45 IBU,"A Gateway tem tudo de uma NE IPA e ainda mais: além de suculenta, turva, uma cor dourada brilhante e extremamente aromática, aquele amargor característico de uma tradicional IPA. Equilíbrio perfeito. Por isso é uma Juicy IPA.",4.09,
Dr Otto,Gateway,Gateway_image3.jpg,https://untappd.com/b/dr-otto-gateway/3179173,6% ABV,45 IBU,"A Gateway tem tudo de uma NE IPA e ainda mais: além de suculenta, turva, uma cor dourada brilhante e extremamente aromática, aquele amargor característico de uma tradicional IPA. Equilíbrio perfeito. Por isso é uma Juicy IPA.",4.09,
Cervejaria Demonho,Hopkalypse,Hopkalypse_image1.jpg,https://untappd.com/b/demonho-hopkalypse/2524936,6.6% ABV,65 IBU,"Hopkalypse é uma West Coast IPA que busca intensidade e equilíbrio de todas as características que o lúpulo pode fornecer à cerveja: amargor, aroma e sabor.",4.02,
